Ano,Mes,Fechamento
2018,10,26.32
2018,10,25.68
2018,10,26.2
2018,10,26.53
2018,10,25.92
2018,10,25.7
2018,10,26.45
2018,10,26.73
2018,10,25.77
2018,10,25.29
2018,10,26.05
2018,10,26.82
2018,10,26.6
2018,10,23.96
2018,10,24.02
2018,10,23.79
2018,10,22.82
2018,10,21.0
2018,9,21.09
2018,9,21.46
2018,9,20.19
2018,9,20.08
2018,9,20.0
2018,9,20.14
2018,9,19.87
2018,9,19.98
2018,9,20.25
2018,9,19.4
2018,9,18.79
2018,9,18.71
2018,9,18.95
2018,9,18.5
2018,9,19.26
2018,9,18.99
2018,9,18.65
2018,9,18.65
2018,9,19.0
2018,8,19.26
2018,8,18.8
2018,8,19.3
2018,8,18.35
2018,8,18.71
2018,8,18.3
2018,8,17.95
2018,8,18.35
2018,8,17.72
2018,8,18.36
2018,8,18.46
2018,8,18.95
2018,8,19.05
2018,8,19.98
2018,8,20.04
2018,8,19.59
2018,8,20.34
2018,8,20.14
2018,8,20.71
2018,8,21.04
2018,8,21.11
2018,8,20.41
2018,8,20.01
2018,7,19.72
2018,7,19.89
2018,7,19.77
2018,7,19.41
2018,7,19.96
2018,7,19.66
2018,7,19.26
2018,7,19.29
2018,7,18.4
2018,7,18.05
2018,7,18.29
2018,7,17.88
2018,7,18.11
2018,7,17.95
2018,7,17.41
2018,7,17.75
2018,7,17.94
2018,7,17.86
2018,7,18.45
2018,7,17.5
2018,7,17.47
2018,6,17.19
2018,6,16.6
2018,6,16.55
2018,6,16.04
2018,6,15.7
2018,6,15.11
2018,6,15.1
2018,6,16.21
2018,6,15.42
2018,6,14.5
2018,6,14.97
2018,6,15.1
2018,6,15.17
2018,6,15.46
2018,6,15.41
2018,6,15.25
2018,6,15.76
2018,6,16.33
2018,6,16.59
2018,6,17.53
2018,6,16.16
2018,5,18.98
2018,5,19.3
2018,5,16.91
2018,5,19.8
2018,5,20.08
2018,5,23.27
2018,5,24.71
2018,5,25.05
2018,5,25.65
2018,5,25.95
2018,5,27.39
2018,5,26.79
2018,5,26.24
2018,5,25.44
2018,5,25.75
2018,5,24.78
2018,5,22.91
2018,5,22.65
2018,5,22.27
2018,5,22.45
2018,5,22.6
2018,4,22.97
2018,4,22.71
2018,4,22.63
2018,4,21.73
2018,4,22.4
2018,4,22.48
2018,4,22.36
2018,4,22.2
2018,4,21.8
2018,4,21.03
2018,4,20.62
2018,4,21.2
2018,4,21.68
2018,4,21.8
2018,4,21.4
2018,4,20.53
2018,4,21.28
2018,4,21.15
2018,4,20.38
2018,4,20.71
2018,4,20.9
2018,3,21.41
2018,3,21.2
2018,3,21.44
2018,3,22.03
2018,3,21.75
2018,3,21.72
2018,3,22.05
2018,3,21.16
2018,3,20.93
2018,3,21.43
2018,3,21.31
2018,3,22.38
2018,3,22.11
2018,3,22.33
2018,3,22.39
2018,3,21.7
2018,3,21.67
2018,3,21.9
2018,3,22.12
2018,3,21.51
2018,3,21.03
2018,2,21.46
2018,2,21.5
2018,2,21.52
2018,2,21.12
2018,2,20.74
2018,2,20.25
2018,2,20.44
2018,2,20.05
2018,2,19.42
2018,2,19.4
2018,2,19.25
2018,2,18.77
2018,2,18.77
2018,2,18.77
2018,2,19.05
2018,2,19.44
2018,2,19.99
2018,2,19.04
2018,2,19.97
2018,2,20.52
2018,1,19.7
2018,1,19.49
2018,1,19.85
2018,1,19.93
2018,1,19.34
2018,1,18.29
2018,1,18.47
2018,1,18.26
2018,1,18.22
2018,1,18.36
2018,1,17.65
2018,1,17.35
2018,1,17.3
2018,1,17.25
2018,1,16.8
2018,1,17.03
2018,1,17.03
2018,1,16.83
2018,1,16.73
2018,1,16.7
2018,1,16.55
2017,12,16.1
2017,12,16.1
2017,12,16.05
2017,12,15.97
2017,12,15.75
2017,12,15.86
2017,12,15.24
2017,12,15.14
2017,12,15.22
2017,12,14.95
2017,12,15.01
2017,12,15.18
2017,12,15.49
2017,12,15.38
2017,12,15.35
2017,12,15.26
2017,12,15.52
2017,12,15.31
2017,12,15.48
2017,12,15.61
2017,11,15.38
2017,11,15.33
2017,11,15.84
2017,11,15.87
2017,11,16.1
2017,11,16.19
2017,11,16.11
2017,11,15.9
2017,11,16.02
2017,11,15.81
2017,11,15.35
2017,11,16.64
2017,11,16.72
2017,11,16.72
2017,11,16.95
2017,11,16.5
2017,11,17.43
2017,11,16.94
2017,11,16.9
2017,10,16.77
2017,10,16.78
2017,10,17.03
2017,10,16.73
2017,10,16.72
2017,10,16.51
2017,10,16.2
2017,10,16.22
2017,10,16.15
2017,10,16.16
2017,10,16.13
2017,10,16.12
2017,10,16.08
2017,10,16.08
2017,10,16.19
2017,10,15.89
2017,10,15.69
2017,10,15.9
2017,10,15.66
2017,10,15.98
2017,10,15.4
2017,9,15.3
2017,9,15.34
2017,9,15.31
2017,9,15.56
2017,9,15.84
2017,9,15.69
2017,9,15.67
2017,9,15.87
2017,9,15.14
2017,9,15.04
2017,9,15.04
2017,9,15.04
2017,9,15.03
2017,9,14.87
2017,9,14.99
2017,9,14.71
2017,9,15.02
2017,9,15.02
2017,9,14.41
2017,9,14.17
2017,9,14.02
2017,8,13.65
2017,8,13.45
2017,8,13.85
2017,8,13.87
2017,8,13.88
2017,8,13.8
2017,8,13.76
2017,8,13.79
2017,8,13.34
2017,8,13.6
2017,8,13.05
2017,8,13.13
2017,8,13.15
2017,8,13.08
2017,8,12.95
2017,8,13.19
2017,8,13.52
2017,8,13.49
2017,8,13.55
2017,8,13.4
2017,8,13.31
2017,8,13.51
2017,8,13.12
2017,7,13.29
2017,7,13.13
2017,7,13.0
2017,7,12.98
2017,7,13.22
2017,7,12.88
2017,7,12.69
2017,7,13.1
2017,7,13.23
2017,7,12.94
2017,7,12.89
2017,7,13.05
2017,7,12.87
2017,7,12.94
2017,7,12.33
2017,7,11.98
2017,7,11.93
2017,7,12.17
2017,7,12.21
2017,7,12.43
2017,7,12.36
2017,6,12.37
2017,6,12.18
2017,6,12.08
2017,6,12.21
2017,6,12.27
2017,6,11.93
2017,6,12.04
2017,6,11.64
2017,6,11.86
2017,6,12.29
2017,6,12.28
2017,6,12.62
2017,6,12.94
2017,6,12.9
2017,6,12.85
2017,6,12.84
2017,6,12.87
2017,6,13.18
2017,6,13.18
2017,6,13.05
2017,6,12.82
2017,5,12.96
2017,5,13.36
2017,5,13.57
2017,5,13.68
2017,5,13.74
2017,5,13.94
2017,5,13.49
2017,5,13.4
2017,5,13.62
2017,5,13.15
2017,5,15.61
2017,5,15.7
2017,5,15.68
2017,5,15.45
2017,5,14.82
2017,5,14.73
2017,5,14.14
2017,5,14.08
2017,5,14.21
2017,5,13.6
2017,5,14.16
2017,5,13.99
2017,4,13.97
2017,4,13.73
2017,4,14.0
2017,4,14.34
2017,4,14.03
2017,4,13.88
2017,4,13.6
2017,4,14.1
2017,4,14.28
2017,4,14.08
2017,4,14.65
2017,4,14.68
2017,4,14.94
2017,4,14.7
2017,4,14.53
2017,4,14.57
2017,4,14.85
2017,4,14.67
2017,3,14.49
2017,3,14.45
2017,3,14.45
2017,3,13.95
2017,3,13.77
2017,3,13.48
2017,3,13.57
2017,3,13.66
2017,3,13.0
2017,3,13.6
2017,3,13.16
2017,3,13.71
2017,3,14.2
2017,3,13.59
2017,3,14.37
2017,3,14.31
2017,3,14.5
2017,3,14.55
2017,3,15.18
2017,3,15.1
2017,3,15.32
2017,3,15.11
2017,3,15.52
2017,2,15.18
2017,2,15.56
2017,2,15.7
2017,2,16.09
2017,2,15.92
2017,2,15.61
2017,2,15.86
2017,2,15.84
2017,2,15.82
2017,2,15.62
2017,2,15.58
2017,2,15.05
2017,2,15.1
2017,2,14.7
2017,2,14.96
2017,2,15.34
2017,2,14.89
2017,2,15.02
2017,1,15.02
2017,1,14.84
2017,1,15.62
2017,1,15.8
2017,1,16.04
2017,1,16.04
2017,1,15.99
2017,1,16.0
2017,1,15.77
2017,1,15.79
2017,1,15.82
2017,1,15.75
2017,1,15.68
2017,1,15.9
2017,1,15.66
2017,1,15.48
2017,1,15.33
2017,1,15.66
2017,1,15.75
2017,1,15.5
2017,1,15.5
2017,1,14.66
2016,12,14.87
2016,12,14.78
2016,12,14.41
2016,12,14.42
2016,12,14.24
2016,12,14.01
2016,12,14.34
2016,12,14.35
2016,12,14.36
2016,12,14.76
2016,12,14.85
2016,12,14.74
2016,12,15.45
2016,12,15.6
2016,12,15.58
2016,12,15.7
2016,12,15.86
2016,12,16.15
2016,12,15.66
2016,12,15.83
2016,12,15.44
2016,11,16.0
2016,11,14.66
2016,11,15.46
2016,11,15.3
2016,11,15.58
2016,11,15.85
2016,11,15.93
2016,11,15.58
2016,11,14.52
2016,11,14.29
2016,11,14.74
2016,11,14.0
2016,11,14.01
2016,11,15.5
2016,11,16.65
2016,11,17.04
2016,11,17.21
2016,11,15.99
2016,11,16.13
2016,11,16.86
2016,10,17.69
2016,10,18.09
2016,10,18.09
2016,10,18.1
2016,10,18.0
2016,10,18.2
2016,10,17.95
2016,10,17.74
2016,10,17.62
2016,10,17.42
2016,10,16.9
2016,10,16.26
2016,10,15.76
2016,10,15.39
2016,10,15.73
2016,10,15.26
2016,10,15.1
2016,10,14.58
2016,10,14.02
2016,10,13.97
2016,9,13.57
2016,9,13.43
2016,9,13.85
2016,9,13.12
2016,9,13.4
2016,9,13.69
2016,9,14.0
2016,9,13.66
2016,9,13.5
2016,9,13.05
2016,9,13.16
2016,9,13.51
2016,9,13.11
2016,9,13.01
2016,9,13.95
2016,9,13.51
2016,9,14.22
2016,9,13.98
2016,9,13.83
2016,9,13.57
2016,9,13.0
2016,8,12.85
2016,8,13.09
2016,8,12.87
2016,8,12.55
2016,8,12.53
2016,8,12.4
2016,8,12.67
2016,8,12.35
2016,8,12.79
2016,8,12.88
2016,8,12.76
2016,8,12.49
2016,8,12.31
2016,8,12.0
2016,8,12.1
2016,8,11.56
2016,8,11.88
2016,8,11.91
2016,8,11.65
2016,8,12.01
2016,8,11.9
2016,8,11.36
2016,8,11.25
2016,7,11.87
2016,7,11.44
2016,7,11.51
2016,7,11.88
2016,7,12.03
2016,7,11.94
2016,7,11.85
2016,7,11.82
2016,7,11.78
2016,7,11.55
2016,7,11.02
2016,7,10.93
2016,7,10.63
2016,7,10.65
2016,7,10.36
2016,7,9.84
2016,7,9.56
2016,7,9.5
2016,7,9.29
2016,7,9.87
2016,7,9.82
2016,6,9.42
2016,6,9.5
2016,6,9.2
2016,6,8.78
2016,6,9.25
2016,6,9.67
2016,6,9.34
2016,6,9.53
2016,6,9.18
2016,6,8.95
2016,6,8.5
2016,6,8.51
2016,6,8.3
2016,6,8.62
2016,6,8.78
2016,6,9.18
2016,6,9.39
2016,6,8.62
2016,6,8.46
2016,6,8.57
2016,6,8.4
2016,6,8.18
2016,5,8.04
2016,5,8.38
2016,5,8.23
2016,5,8.67
2016,5,8.53
2016,5,8.5
2016,5,8.9
2016,5,8.96
2016,5,9.32
2016,5,9.5
2016,5,9.75
2016,5,9.46
2016,5,9.79
2016,5,10.25
2016,5,10.21
2016,5,9.48
2016,5,10.08
2016,5,9.81
2016,5,9.92
2016,5,9.78
2016,5,10.17
2016,4,10.23
2016,4,10.23
2016,4,10.25
2016,4,9.67
2016,4,9.33
2016,4,9.75
2016,4,9.48
2016,4,9.62
2016,4,9.24
2016,4,9.69
2016,4,9.16
2016,4,9.51
2016,4,9.03
2016,4,8.39
2016,4,8.26
2016,4,7.7
2016,4,7.58
2016,4,7.83
2016,4,7.58
2016,4,8.36
2016,3,8.35
2016,3,8.44
2016,3,8.49
2016,3,8.44
2016,3,7.81
2016,3,7.78
2016,3,8.11
2016,3,8.06
2016,3,8.12
2016,3,8.1
2016,3,7.23
2016,3,6.61
2016,3,7.4
2016,3,8.09
2016,3,7.95
2016,3,7.6
2016,3,7.47
2016,3,7.37
2016,3,7.22
2016,3,6.57
2016,3,5.65
2016,3,5.31
2016,2,5.14
2016,2,4.87
2016,2,4.89
2016,2,4.87
2016,2,4.92
2016,2,5.04
2016,2,4.46
2016,2,4.59
2016,2,4.68
2016,2,4.44
2016,2,4.52
2016,2,4.45
2016,2,4.23
2016,2,4.31
2016,2,4.54
2016,2,4.73
2016,2,4.49
2016,2,4.3
2016,2,4.72
2016,1,4.84
2016,1,4.6
2016,1,4.57
2016,1,4.2
2016,1,4.41
2016,1,4.5
2016,1,4.43
2016,1,4.66
2016,1,4.8
2016,1,5.17
2016,1,5.69
2016,1,5.27
2016,1,5.53
2016,1,6.09
2016,1,6.27
2016,1,6.26
2016,1,6.4
2016,1,6.68
2016,1,6.87
2015,12,6.7
2015,12,6.69
2015,12,6.7
2015,12,6.93
2015,12,6.79
2015,12,6.64
2015,12,7.02
2015,12,7.2
2015,12,7.29
2015,12,7.42
2015,12,7.21
2015,12,7.25
2015,12,7.45
2015,12,7.65
2015,12,7.13
2015,12,7.19
2015,12,7.52
2015,12,7.98
2015,12,7.52
2015,12,7.49
2015,11,7.67
2015,11,7.6
2015,11,7.92
2015,11,7.9
2015,11,8.5
2015,11,8.08
2015,11,7.84
2015,11,7.82
2015,11,7.76
2015,11,7.7
2015,11,7.27
2015,11,7.58
2015,11,7.72
2015,11,7.61
2015,11,7.64
2015,11,7.82
2015,11,8.11
2015,11,8.08
2015,11,8.48
2015,10,7.71
2015,10,7.61
2015,10,7.7
2015,10,7.6
2015,10,7.85
2015,10,7.99
2015,10,8.02
2015,10,7.75
2015,10,8.05
2015,10,7.95
2015,10,7.95
2015,10,8.0
2015,10,7.96
2015,10,8.13
2015,10,8.8
2015,10,8.75
2015,10,8.47
2015,10,8.19
2015,10,7.82
2015,10,7.77
2015,10,7.02
2015,9,7.24
2015,9,6.59
2015,9,6.44
2015,9,6.82
2015,9,6.96
2015,9,6.82
2015,9,6.97
2015,9,7.3
2015,9,7.6
2015,9,7.86
2015,9,8.14
2015,9,7.65
2015,9,7.72
2015,9,7.66
2015,9,7.97
2015,9,8.39
2015,9,8.64
2015,9,8.51
2015,9,8.76
2015,9,8.82
2015,9,8.59
2015,8,9.19
2015,8,9.0
2015,8,8.89
2015,8,8.11
2015,8,7.9
2015,8,7.76
2015,8,8.3
2015,8,8.73
2015,8,8.79
2015,8,9.0
2015,8,9.12
2015,8,9.3
2015,8,9.51
2015,8,9.88
2015,8,9.83
2015,8,9.95
2015,8,9.69
2015,8,10.32
2015,8,10.01
2015,8,10.18
2015,8,10.02
2015,7,10.5
2015,7,10.47
2015,7,10.72
2015,7,9.97
2015,7,9.51
2015,7,10.04
2015,7,10.17
2015,7,10.36
2015,7,10.77
2015,7,10.79
2015,7,11.4
2015,7,11.92
2015,7,11.8
2015,7,12.0
2015,7,11.82
2015,7,11.79
2015,7,11.55
2015,7,11.78
2015,7,11.48
2015,7,11.73
2015,7,12.3
2015,7,12.18
2015,6,12.71
2015,6,12.75
2015,6,13.21
2015,6,12.6
2015,6,13.2
2015,6,12.97
2015,6,13.2
2015,6,13.17
2015,6,13.44
2015,6,13.19
2015,6,13.35
2015,6,12.99
2015,6,13.02
2015,6,13.05
2015,6,13.05
2015,6,12.97
2015,6,12.57
2015,6,12.56
2015,6,12.83
2015,6,12.84
2015,6,12.37
2015,5,12.33
2015,5,12.67
2015,5,12.55
2015,5,12.39
2015,5,12.8
2015,5,13.08
2015,5,13.45
2015,5,12.89
2015,5,12.91
2015,5,13.78
2015,5,14.06
2015,5,13.89
2015,5,13.97
2015,5,13.79
2015,5,13.72
2015,5,13.52
2015,5,13.7
2015,5,13.64
2015,5,14.38
2015,5,13.8
2015,4,13.05
2015,4,12.82
2015,4,12.78
2015,4,12.58
2015,4,13.26
2015,4,12.92
2015,4,13.12
2015,4,13.09
2015,4,13.01
2015,4,12.93
2015,4,13.33
2015,4,12.49
2015,4,12.27
2015,4,11.82
2015,4,11.56
2015,4,10.6
2015,4,10.89
2015,4,10.69
2015,4,10.72
2015,4,10.21
2015,3,9.73
2015,3,9.72
2015,3,9.38
2015,3,9.35
2015,3,9.84
2015,3,9.39
2015,3,9.35
2015,3,9.35
2015,3,8.9
2015,3,9.27
2015,3,8.89
2015,3,8.46
2015,3,8.3
2015,3,8.5
2015,3,8.79
2015,3,8.55
2015,3,8.91
2015,3,9.24
2015,3,9.28
2015,3,9.21
2015,3,9.6
2015,3,9.4
2015,2,9.57
2015,2,9.27
2015,2,9.38
2015,2,9.86
2015,2,9.49
2015,2,9.67
2015,2,9.75
2015,2,10.12
2015,2,9.99
2015,2,9.5
2015,2,9.03
2015,2,8.92
2015,2,9.28
2015,2,9.12
2015,2,9.8
2015,2,10.02
2015,2,10.0
2015,2,8.66
2015,1,8.18
2015,1,8.75
2015,1,9.03
2015,1,10.17
2015,1,9.91
2015,1,10.0
2015,1,10.25
2015,1,9.82
2015,1,9.32
2015,1,9.19
2015,1,9.44
2015,1,9.34
2015,1,8.74
2015,1,9.0
2015,1,8.91
2015,1,9.4
2015,1,9.18
2015,1,8.67
2015,1,8.33
2015,1,8.61
2015,1,9.36
2014,12,10.02
2014,12,10.28
2014,12,10.3
2014,12,10.97
2014,12,10.32
2014,12,9.83
2014,12,9.46
2014,12,9.66
2014,12,9.38
2014,12,9.18
2014,12,10.11
2014,12,10.82
2014,12,10.83
2014,12,11.36
2014,12,11.5
2014,12,12.26
2014,12,12.23
2014,12,12.73
2014,12,12.13
2014,12,12.32
2014,11,12.8
2014,11,13.44
2014,11,14.1
2014,11,14.15
2014,11,14.21
2014,11,14.3
2014,11,12.78
2014,11,12.45
2014,11,12.6
2014,11,13.2
2014,11,13.6
2014,11,14.11
2014,11,14.0
2014,11,13.98
2014,11,14.27
2014,11,14.06
2014,11,14.4
2014,11,14.82
2014,11,14.85
2014,10,15.28
2014,10,14.32
2014,10,14.02
2014,10,15.03
2014,10,14.29
2014,10,16.3
2014,10,15.41
2014,10,16.61
2014,10,16.68
2014,10,17.92
2014,10,19.09
2014,10,18.65
2014,10,20.15
2014,10,21.65
2014,10,22.13
2014,10,20.02
2014,10,21.2
2014,10,20.85
2014,10,21.21
2014,10,20.39
2014,10,18.35
2014,10,17.3
2014,10,17.09
2014,9,18.09
2014,9,18.6
2014,9,20.94
2014,9,19.84
2014,9,20.23
2014,9,20.13
2014,9,20.59
2014,9,20.91
2014,9,21.29
2014,9,22.12
2014,9,21.55
2014,9,20.55
2014,9,20.14
2014,9,21.21
2014,9,20.95
2014,9,21.48
2014,9,21.7
2014,9,22.82
2014,9,22.79
2014,9,23.95
2014,9,24.56
2014,9,23.83
2014,8,23.35
2014,8,22.8
2014,8,22.84
2014,8,21.84
2014,8,22.04
2014,8,20.92
2014,8,21.3
2014,8,21.36
2014,8,20.91
2014,8,20.4
2014,8,20.06
2014,8,18.6
2014,8,18.69
2014,8,19.67
2014,8,20.14
2014,8,19.31
2014,8,20.15
2014,8,20.31
2014,8,19.7
2014,8,19.45
2014,8,19.01
2014,7,19.1
2014,7,19.85
2014,7,19.62
2014,7,20.15
2014,7,20.49
2014,7,20.31
2014,7,20.26
2014,7,21.05
2014,7,20.9
2014,7,20.52
2014,7,19.56
2014,7,19.31
2014,7,19.26
2014,7,19.1
2014,7,18.28
2014,7,18.11
2014,7,17.33
2014,7,17.28
2014,7,17.5
2014,7,17.5
2014,7,17.12
2014,7,17.19
2014,6,17.29
2014,6,17.2
2014,6,17.32
2014,6,17.29
2014,6,17.64
2014,6,18.3
2014,6,18.7
2014,6,19.0
2014,6,18.32
2014,6,18.74
2014,6,18.99
2014,6,18.88
2014,6,18.34
2014,6,18.07
2014,6,17.68
2014,6,16.32
2014,6,16.6
2014,6,16.9
2014,6,16.6
2014,5,16.69
2014,5,17.3
2014,5,17.7
2014,5,17.49
2014,5,17.86
2014,5,17.7
2014,5,17.65
2014,5,17.46
2014,5,17.3
2014,5,17.94
2014,5,18.05
2014,5,18.03
2014,5,18.29
2014,5,17.96
2014,5,18.03
2014,5,17.67
2014,5,17.88
2014,5,18.58
2014,5,18.24
2014,5,17.57
2014,5,17.6
2014,4,16.57
2014,4,16.69
2014,4,16.56
2014,4,16.03
2014,4,16.13
2014,4,16.03
2014,4,15.96
2014,4,16.38
2014,4,15.78
2014,4,15.32
2014,4,15.93
2014,4,16.19
2014,4,15.68
2014,4,15.85
2014,4,15.99
2014,4,16.46
2014,4,15.44
2014,4,15.4
2014,4,16.56
2014,4,15.81
2014,3,15.78
2014,3,15.66
2014,3,15.57
2014,3,14.4
2014,3,14.48
2014,3,14.4
2014,3,14.02
2014,3,13.99
2014,3,13.34
2014,3,12.97
2014,3,12.57
2014,3,12.78
2014,3,13.11
2014,3,13.32
2014,3,13.11
2014,3,13.01
2014,3,13.32
2014,3,13.43
2014,3,13.29
2014,2,13.59
2014,2,14.04
2014,2,13.68
2014,2,14.18
2014,2,14.5
2014,2,14.15
2014,2,14.16
2014,2,14.2
2014,2,14.11
2014,2,14.43
2014,2,14.58
2014,2,14.61
2014,2,14.96
2014,2,14.96
2014,2,14.61
2014,2,14.45
2014,2,14.21
2014,2,13.83
2014,2,14.09
2014,2,13.85
2014,1,14.7
2014,1,14.7
2014,1,14.8
2014,1,15.05
2014,1,15.11
2014,1,15.1
2014,1,15.47
2014,1,15.84
2014,1,15.34
2014,1,15.18
2014,1,15.51
2014,1,15.59
2014,1,16.04
2014,1,15.7
2014,1,15.77
2014,1,15.97
2014,1,15.7
2014,1,16.19
2014,1,16.16
2014,1,16.62
2014,1,16.42
2014,1,16.75
2013,12,17.08
2013,12,16.93
2013,12,16.92
2013,12,17.06
2013,12,16.91
2013,12,17.25
2013,12,16.84
2013,12,16.8
2013,12,17.34
2013,12,17.03
2013,12,16.86
2013,12,16.78
2013,12,17.3
2013,12,17.25
2013,12,17.23
2013,12,17.63
2013,12,17.4
2013,12,17.51
2013,12,17.36
2013,11,19.12
2013,11,18.66
2013,11,18.97
2013,11,19.08
2013,11,20.36
2013,11,20.67
2013,11,20.9
2013,11,21.11
2013,11,21.44
2013,11,20.45
2013,11,19.94
2013,11,19.55
2013,11,20.09
2013,11,19.64
2013,11,20.0
2013,11,20.41
2013,11,20.25
2013,11,20.22
2013,11,19.86
2013,10,20.43
2013,10,19.95
2013,10,19.7
2013,10,19.89
2013,10,18.49
2013,10,18.24
2013,10,18.33
2013,10,18.55
2013,10,18.88
2013,10,17.93
